Bulbasaur:Bulbasaur(1), Grass/Poison Type, HP 45, Attack 49, Defense 49, Sp. Attack 65, Sp. Defense 65, Speed 45§
litten:Litten(725), Fire Type, HP 45, Attack 65, Defense 40, Sp. Attack 60, Sp. Defense 40, Speed 70§
torracat:Torracat(726), Fire Type, HP 65, Attack 85, Defense 50, Sp. Attack 80, Sp. Defense 50, Speed 90§
incineroar:Incineroar(727), Fire/Dark Type, HP 95, Attack 115, Defense 90, Sp. Attack 80, Sp. Defense 90, Speed 60§
popplio:Popplio(728), Water Type, HP 50, Attack 54, Defense 54, Sp. Attack 66, Sp. Defense 56, Speed 40§
brionne:Brionne(729), Water Type, HP 60, Attack 69, Defense 69, Sp. Attack 91, Sp. Defense 81, Speed 50§
primarina:Primarina(730), Water/Fairy Type, HP 80, Attack 74, Defense 74, Sp. Attack 126, Sp. Defense 116, Speed 60§
pikipek:Pikipek(731), Normal/Flying Type, HP 35, Attack 75, Defense 30, Sp. Attack 30, Sp. Defense 30, Speed 65§
trumbeak:Trumbeak(732), Normal/Flying Type, HP 55, Attack 85, Defense 50, Sp. Attack 40, Sp. Defense 50, Speed 75§
toucannon:Toucannon(733), Normal/Flying Type, HP 80, Attack 120, Defense 75, Sp. Attack 75, Sp. Defense 75, Speed 60§
yungoos:Yungoos(734), Normal Type, HP 48, Attack 70, Defense 30, Sp. Attack 30, Sp. Defense 30, Speed 45§
gumshoos:Gumshoos(735), Normal Type, HP 88, Attack 110, Defense 60, Sp. Attack 55, Sp. Defense 60, Speed 45§
grubbin:Grubbin(736), Bug Type, HP 47, Attack 62, Defense 45, Sp. Attack 55, Sp. Defense 45, Speed 46§
charjabug:Charjabug(737), Bug/Electric Type, HP 57, Attack 82, Defense 95, Sp. Attack 55, Sp. Defense 75, Speed 36§
vikavolt:Vikavolt(738), Bug/Electric Type, HP 77, Attack 70, Defense 90, Sp. Attack 145, Sp. Defense 75, Speed 43§
crabrawler:Crabrawler(739), Fighting Type, HP 47, Attack 82, Defense 57, Sp. Attack 42, Sp. Defense 47, Speed 63§
crabominable:Crabominable(740), Fighting/Ice Type, HP 97, Attack 132, Defense 77, Sp. Attack 62, Sp. Defense 67, Speed 43§
oricorio:Oricorio(741), Fire/Flying Type, HP 75, Attack 70, Defense 70, Sp. Attack 98, Sp. Defense 70, Speed 93§
cutiefly:Cutiefly(742), Bug/Fairy Type, HP 40, Attack 45, Defense 40, Sp. Attack 55, Sp. Defense 40, Speed 84§
ribombee:Ribombee(743), Bug/Fairy Type, HP 60, Attack 55, Defense 60, Sp. Attack 95, Sp. Defense 70, Speed 124§
rockruff:Rockruff(744), Rock Type, HP 45, Attack 65, Defense 40, Sp. Attack 30, Sp. Defense 40, Speed 60§
lycanroc:Lycanroc(745), Rock Type, HP 75, Attack 115, Defense 65, Sp. Attack 55, Sp. Defense 65, Speed 112§
wishiwashi:Wishiwashi(746), Water Type, HP 45, Attack 20, Defense 20, Sp. Attack 25, Sp. Defense 25, Speed 40§
mareanie:Mareanie(747), Poison/Water Type, HP 50, Attack 53, Defense 62, Sp. Attack 43, Sp. Defense 52, Speed 45§
toxapex:Toxapex(748), Poison/Water Type, HP 50, Attack 63, Defense 152, Sp. Attack 53, Sp. Defense 142, Speed 35§
mudbray:Mudbray(749), Ground Type, HP 70, Attack 100, Defense 70, Sp. Attack 45, Sp. Defense 55, Speed 45§
mudsdale:Mudsdale(750), Ground Type, HP 100, Attack 125, Defense 100, Sp. Attack 55, Sp. Defense 85, Speed 35§
dewpider:Dewpider(751), Water/Bug Type, HP 38, Attack 40, Defense 52, Sp. Attack 40, Sp. Defense 72, Speed 27§
araquanid:Araquanid(752), Water/Bug Type, HP 68, Attack 70, Defense 92, Sp. Attack 50, Sp. Defense 132, Speed 42§
fomantis:Fomantis(753), Grass Type, HP 40, Attack 55, Defense 35, Sp. Attack 50, Sp. Defense 35, Speed 35§
lurantis:Lurantis(754), Grass Type, HP 70, Attack 105, Defense 90, Sp. Attack 80, Sp. Defense 90, Speed 45§
morelull:Morelull(755), Grass/Fairy Type, HP 40, Attack 35, Defense 55, Sp. Attack 65, Sp. Defense 75, Speed 15§
shiinotic:Shiinotic(756), Grass/Fairy Type, HP 60, Attack 45, Defense 80, Sp. Attack 90, Sp. Defense 100, Speed 30§
salandit:Salandit(757), Poison/Fire Type, HP 48, Attack 44, Defense 40, Sp. Attack 71, Sp. Defense 40, Speed 77§
salazzle:Salazzle(758), Poison/Fire Type, HP 68, Attack 64, Defense 60, Sp. Attack 111, Sp. Defense 60, Speed 117§
stufful:Stufful(759), Normal/Fighting Type, HP 70, Attack 75, Defense 50, Sp. Attack 45, Sp. Defense 50, Speed 50§
bewear:Bewear(760), Normal/Fighting Type, HP 120, Attack 125, Defense 80, Sp. Attack 55, Sp. Defense 60, Speed 60§
bounsweet:Bounsweet(761), Grass Type, HP 42, Attack 30, Defense 38, Sp. Attack 30, Sp. Defense 38, Speed 32§
steenee:Steenee(762), Grass Type, HP 52, Attack 40, Defense 48, Sp. Attack 40, Sp. Defense 48, Speed 62§
tsareena:Tsareena(763), Grass Type, HP 72, Attack 120, Defense 98, Sp. Attack 50, Sp. Defense 98, Speed 72§
comfey:Comfey(764), Fairy Type, HP 51, Attack 52, Defense 90, Sp. Attack 82, Sp. Defense 110, Speed 100§
oranguru:Oranguru(765), Normal/Psychic Type, HP 90, Attack 60, Defense 80, Sp. Attack 90, Sp. Defense 110, Speed 60§
passimian:Passimian(766), Fighting Type, HP 100, Attack 120, Defense 90, Sp. Attack 40, Sp. Defense 60, Speed 80§
wimpod:Wimpod(767), Bug/Water Type, HP 25, Attack 35, Defense 40, Sp. Attack 20, Sp. Defense 30, Speed 80§
golisopod:Golisopod(768), Bug/Water Type, HP 75, Attack 125, Defense 140, Sp. Attack 60, Sp. Defense 90, Speed 40§
sandygast:Sandygast(769), Ghost/Ground Type, HP 55, Attack 55, Defense 80, Sp. Attack 70, Sp. Defense 45, Speed 15§
palossand:Palossand(770), Ghost/Ground Type, HP 85, Attack 75, Defense 110, Sp. Attack 100, Sp. Defense 75, Speed 35§
pyukumuku:Pyukumuku(771), Water Type, HP 55, Attack 60, Defense 130, Sp. Attack 30, Sp. Defense 130, Speed 5§
 Type: Type(772),  Null/Normal Type, HP 95, Defense 95, Sp. Attack 95, Sp. Defense 95, Speed 95§
silvally:Silvally(773), Normal Type, HP 9595, Defense 95, Sp. Attack 95, Sp. Defense 95, Speed 95§
minior:Minior(774), Rock/Flying Type, HP 6060, Defense 100, Sp. Attack 60, Sp. Defense 100, Speed 60§
komala:Komala(775), Normal Type, HP 65115, Defense 65, Sp. Attack 75, Sp. Defense 95, Speed 65§
turtonator:Turtonator(776), Fire/Dragon Type, HP 6078, Defense 135, Sp. Attack 91, Sp. Defense 85, Speed 36§
togedemaru:Togedemaru(777), Electric/Steel Type, HP 6598, Defense 63, Sp. Attack 40, Sp. Defense 73, Speed 96§
mimikyu:Mimikyu(778), Ghost/Fairy Type, HP 5590, Defense 80, Sp. Attack 50, Sp. Defense 105, Speed 96§
bruxish:Bruxish(779), Water/Psychic Type, HP 68105, Defense 70, Sp. Attack 70, Sp. Defense 70, Speed 92§
drampa:Drampa(780), Normal/Dragon Type, HP 7860, Defense 85, Sp. Attack 135, Sp. Defense 91, Speed 36§
dhelmise:Dhelmise(781), Ghost/Grass Type, HP 70131, Defense 100, Sp. Attack 86, Sp. Defense 90, Speed 40§
jangmo-o:Jangmo-o(782), Dragon Type, HP 4555, Defense 65, Sp. Attack 45, Sp. Defense 45, Speed 45§
hakamo-o:Hakamo-o(783), Dragon/Fighting Type, HP 5575, Defense 90, Sp. Attack 65, Sp. Defense 70, Speed 65§
kommo-o:Kommo-o(784), Dragon/Fighting Type, HP 75110, Defense 125, Sp. Attack 100, Sp. Defense 105, Speed 85§
tapukoko:Tapu Koko(785), Electric/Fairy Type, HP 70115, Defense 85, Sp. Attack 95, Sp. Defense 75, Speed 130§
tapulele:Tapu Lele(786), Psychic/Fairy Type, HP 7085, Defense 75, Sp. Attack 130, Sp. Defense 115, Speed 95§
tapubulu:Tapu Bulu(787), Grass/Fairy Type, HP 70130, Defense 115, Sp. Attack 85, Sp. Defense 95, Speed 75§
tapufini:Tapu Fini(788), Water/Fairy Type, HP 7075, Defense 115, Sp. Attack 95, Sp. Defense 130, Speed 85§
cosmog:Cosmog(789), Psychic Type, HP 4329, Defense 31, Sp. Attack 29, Sp. Defense 31, Speed 37§
cosmoem:Cosmoem(790), Psychic Type, HP 4329, Defense 131, Sp. Attack 29, Sp. Defense 131, Speed 37§
solgaleo:Solgaleo(791), Psychic/Steel Type, HP 137137, Defense 107, Sp. Attack 113, Sp. Defense 89, Speed 97§
lunala:Lunala(792), Psychic/Ghost Type, HP 137113, Defense 89, Sp. Attack 137, Sp. Defense 107, Speed 97§
nihilego:Nihilego(793), Rock/Poison Type, HP 10953, Defense 47, Sp. Attack 127, Sp. Defense 131, Speed 103§
buzzwole:Buzzwole(794), Bug/Fighting Type, HP 107139, Defense 139, Sp. Attack 53, Sp. Defense 53, Speed 79§
pheromosa:Pheromosa(795), Bug/Fighting Type, HP 71137, Defense 37, Sp. Attack 137, Sp. Defense 37, Speed 151§
xurkitree:Xurkitree(796), Electric Type, HP 8389, Defense 71, Sp. Attack 173, Sp. Defense 71, Speed 83§
celesteela:Celesteela(797), Steel/Flying Type, HP 97101, Defense 103, Sp. Attack 107, Sp. Defense 101, Speed 61§
kartana:Kartana(798), Grass/Steel Type, HP 59181, Defense 131, Sp. Attack 59, Sp. Defense 31, Speed 109§
guzzlord:Guzzlord(799), Dark/Dragon Type, HP 223101, Defense 53, Sp. Attack 97, Sp. Defense 53, Speed 43§
necrozma:Necrozma(800), Psychic Type, HP 97107, Defense 101, Sp. Attack 127, Sp. Defense 89, Speed 79§
magearna:Magearna(801), Steel/Fairy Type, HP 8095, Defense 115, Sp. Attack 130, Sp. Defense 115, Speed 65§
marshadow:Marshadow(802), Fighting/Ghost Type, HP 90125, Defense 80, Sp. Attack 90, Sp. Defense 90, Speed 125§
poipole:Poipole(803), Poison Type, HP 6773, Defense 67, Sp. Attack 73, Sp. Defense 67, Speed 73§
naganadel:Naganadel(804), Poison/Dragon Type, HP 7373, Defense 73, Sp. Attack 127, Sp. Defense 73, Speed 121§
stakataka:Stakataka(805), Rock/Steel Type, HP 61131, Defense 211, Sp. Attack 53, Sp. Defense 101, Speed 13§
blacephalon:Blacephalon(806), Fire/Ghost Type, HP 53127, Defense 53, Sp. Attack 151, Sp. Defense 79, Speed 107§
zeraora:Zeraora(807), Electric Type, HP 88112, Defense 75, Sp. Attack 102, Sp. Defense 80, Speed 143§
meltan:Meltan(808), Steel Type, HP 4665, Defense 65, Sp. Attack 55, Sp. Defense 35, Speed 34§
melmetal:Melmetal(809), Steel Type, HP 135143, Defense 143, Sp. Attack 80, Sp. Defense 65, Speed 34§
grookey:Grookey(810), Grass Type, HP 5065, Defense 50, Sp. Attack 40, Sp. Defense 40, Speed 65§
thwackey:Thwackey(811), Grass Type, HP 7085, Defense 70, Sp. Attack 55, Sp. Defense 60, Speed 80§
rillaboom:Rillaboom(812), Grass Type, HP 100125, Defense 90, Sp. Attack 60, Sp. Defense 70, Speed 85§
scorbunny:Scorbunny(813), Fire Type, HP 5071, Defense 40, Sp. Attack 40, Sp. Defense 40, Speed 69§
raboot:Raboot(814), Fire Type, HP 6586, Defense 60, Sp. Attack 55, Sp. Defense 60, Speed 94§
cinderace:Cinderace(815), Fire Type, HP 80116, Defense 75, Sp. Attack 65, Sp. Defense 75, Speed 119§
sobble:Sobble(816), Water Type, HP 5040, Defense 40, Sp. Attack 70, Sp. Defense 40, Speed 70§
drizzile:Drizzile(817), Water Type, HP 6560, Defense 55, Sp. Attack 95, Sp. Defense 55, Speed 90§
inteleon:Inteleon(818), Water Type, HP 7085, Defense 65, Sp. Attack 125, Sp. Defense 65, Speed 120§
skwovet:Skwovet(819), Normal Type, HP 7055, Defense 55, Sp. Attack 35, Sp. Defense 35, Speed 25§
greedent:Greedent(820), Normal Type, HP 12095, Defense 95, Sp. Attack 55, Sp. Defense 75, Speed 20§
rookidee:Rookidee(821), Flying Type, HP 3847, Defense 35, Sp. Attack 33, Sp. Defense 35, Speed 57§
corvisquire:Corvisquire(822), Flying Type, HP 6867, Defense 55, Sp. Attack 43, Sp. Defense 55, Speed 77§
corviknight:Corviknight(823), Flying/Steel Type, HP 9887, Defense 105, Sp. Attack 53, Sp. Defense 85, Speed 67§
blipbug:Blipbug(824), Bug Type, HP 2520, Defense 20, Sp. Attack 25, Sp. Defense 45, Speed 45§
dottler:Dottler(825), Bug/Psychic Type, HP 5035, Defense 80, Sp. Attack 50, Sp. Defense 90, Speed 30§
orbeetle:Orbeetle(826), Bug/Psychic Type, HP 6045, Defense 110, Sp. Attack 80, Sp. Defense 120, Speed 90§
nickit:Nickit(827), Dark Type, HP 4028, Defense 28, Sp. Attack 47, Sp. Defense 52, Speed 50§
thievul:Thievul(828), Dark Type, HP 7058, Defense 58, Sp. Attack 87, Sp. Defense 92, Speed 90§
gossifleur:Gossifleur(829), Grass Type, HP 4040, Defense 60, Sp. Attack 40, Sp. Defense 60, Speed 10§
eldegoss:Eldegoss(830), Grass Type, HP 6050, Defense 90, Sp. Attack 80, Sp. Defense 120, Speed 60§
wooloo:Wooloo(831), Normal Type, HP 4240, Defense 55, Sp. Attack 40, Sp. Defense 45, Speed 48§
dubwool:Dubwool(832), Normal Type, HP 7280, Defense 100, Sp. Attack 60, Sp. Defense 90, Speed 88§
chewtle:Chewtle(833), Water Type, HP 5064, Defense 50, Sp. Attack 38, Sp. Defense 38, Speed 44§
drednaw:Drednaw(834), Water/Rock Type, HP 90115, Defense 90, Sp. Attack 48, Sp. Defense 68, Speed 74§
yamper:Yamper(835), Electric Type, HP 5945, Defense 50, Sp. Attack 40, Sp. Defense 50, Speed 26§
boltund:Boltund(836), Electric Type, HP 6990, Defense 60, Sp. Attack 90, Sp. Defense 60, Speed 121§
rolycoly:Rolycoly(837), Rock Type, HP 3040, Defense 50, Sp. Attack 40, Sp. Defense 50, Speed 30§
carkol:Carkol(838), Rock/Fire Type, HP 8060, Defense 90, Sp. Attack 60, Sp. Defense 70, Speed 50§
coalossal:Coalossal(839), Rock/Fire Type, HP 11080, Defense 120, Sp. Attack 80, Sp. Defense 90, Speed 30§
applin:Applin(840), Grass/Dragon Type, HP 4040, Defense 80, Sp. Attack 40, Sp. Defense 40, Speed 20§
flapple:Flapple(841), Grass/Dragon Type, HP 70110, Defense 80, Sp. Attack 95, Sp. Defense 60, Speed 70§
appletun:Appletun(842), Grass/Dragon Type, HP 11085, Defense 80, Sp. Attack 100, Sp. Defense 80, Speed 30§
silicobra:Silicobra(843), Ground Type, HP 5257, Defense 75, Sp. Attack 35, Sp. Defense 50, Speed 46§
sandaconda:Sandaconda(844), Ground Type, HP 72107, Defense 125, Sp. Attack 65, Sp. Defense 70, Speed 71§
cramorant:Cramorant(845), Flying/Water Type, HP 7085, Defense 55, Sp. Attack 85, Sp. Defense 95, Speed 85§
arrokuda:Arrokuda(846), Water Type, HP 4163, Defense 40, Sp. Attack 40, Sp. Defense 30, Speed 66§
barraskewda:Barraskewda(847), Water Type, HP 61123, Defense 60, Sp. Attack 60, Sp. Defense 50, Speed 136§
toxel:Toxel(848), Electric/Poison Type, HP 4038, Defense 35, Sp. Attack 54, Sp. Defense 35, Speed 40§
toxtricity:Toxtricity(849), Electric/Poison Type, HP 7598, Defense 70, Sp. Attack 114, Sp. Defense 70, Speed 75§
sizzlipede:Sizzlipede(850), Fire/Bug Type, HP 5065, Defense 45, Sp. Attack 50, Sp. Defense 50, Speed 45§
centiskorch:Centiskorch(851), Fire/Bug Type, HP 100115, Defense 65, Sp. Attack 90, Sp. Defense 90, Speed 65§
clobbopus:Clobbopus(852), Fighting Type, HP 5068, Defense 60, Sp. Attack 50, Sp. Defense 50, Speed 32§
grapploct:Grapploct(853), Fighting Type, HP 80118, Defense 90, Sp. Attack 70, Sp. Defense 80, Speed 42§
sinistea:Sinistea(854), Ghost Type, HP 4045, Defense 45, Sp. Attack 74, Sp. Defense 54, Speed 50§
polteageist:Polteageist(855), Ghost Type, HP 6065, Defense 65, Sp. Attack 134, Sp. Defense 114, Speed 70§
hatenna:Hatenna(856), Psychic Type, HP 4230, Defense 45, Sp. Attack 56, Sp. Defense 53, Speed 39§
hattrem:Hattrem(857), Psychic Type, HP 5740, Defense 65, Sp. Attack 86, Sp. Defense 73, Speed 49§
hatterene:Hatterene(858), Psychic/Fairy Type, HP 5790, Defense 95, Sp. Attack 136, Sp. Defense 103, Speed 29§
impidimp:Impidimp(859), Dark/Fairy Type, HP 4545, Defense 30, Sp. Attack 55, Sp. Defense 40, Speed 50§
morgrem:Morgrem(860), Dark/Fairy Type, HP 6560, Defense 45, Sp. Attack 75, Sp. Defense 55, Speed 70§
grimmsnarl:Grimmsnarl(861), Dark/Fairy Type, HP 95120, Defense 65, Sp. Attack 95, Sp. Defense 75, Speed 60§
obstagoon:Obstagoon(862), Dark/Normal Type, HP 9390, Defense 101, Sp. Attack 60, Sp. Defense 81, Speed 95§
perrserker:Perrserker(863), Steel Type, HP 70110, Defense 100, Sp. Attack 50, Sp. Defense 60, Speed 50§
cursola:Cursola(864), Ghost Type, HP 6095, Defense 50, Sp. Attack 145, Sp. Defense 130, Speed 30§
sirfetch'd:Sirfetch'd(865), Fighting Type, HP 62135, Defense 95, Sp. Attack 68, Sp. Defense 82, Speed 65§
mr.rime:Mr. Rime(866), Ice/Psychic Type, HP 8085, Defense 75, Sp. Attack 110, Sp. Defense 100, Speed 70§
runerigus:Runerigus(867), Ground/Ghost Type, HP 5895, Defense 145, Sp. Attack 50, Sp. Defense 105, Speed 30§
milcery:Milcery(868), Fairy Type, HP 4540, Defense 40, Sp. Attack 50, Sp. Defense 61, Speed 34§
alcremie:Alcremie(869), Fairy Type, HP 6560, Defense 75, Sp. Attack 110, Sp. Defense 121, Speed 64§
falinks:Falinks(870), Fighting Type, HP 65100, Defense 100, Sp. Attack 70, Sp. Defense 60, Speed 75§
pincurchin:Pincurchin(871), Electric Type, HP 48101, Defense 95, Sp. Attack 91, Sp. Defense 85, Speed 15§
snom:Snom(872), Ice/Bug Type, HP 3025, Defense 35, Sp. Attack 45, Sp. Defense 30, Speed 20§
frosmoth:Frosmoth(873), Ice/Bug Type, HP 7065, Defense 60, Sp. Attack 125, Sp. Defense 90, Speed 65§
stonjourner:Stonjourner(874), Rock Type, HP 100125, Defense 135, Sp. Attack 20, Sp. Defense 20, Speed 70§
eiscue:Eiscue(875), Ice Type, HP 7580, Defense 110, Sp. Attack 65, Sp. Defense 90, Speed 50§
indeedee:Indeedee(876), Psychic/Normal Type, HP 6065, Defense 55, Sp. Attack 105, Sp. Defense 95, Speed 95§
morpeko:Morpeko(877), Electric/Dark Type, HP 5895, Defense 58, Sp. Attack 70, Sp. Defense 58, Speed 97§
cufant:Cufant(878), Steel Type, HP 7280, Defense 49, Sp. Attack 40, Sp. Defense 49, Speed 40§
copperajah:Copperajah(879), Steel Type, HP 122130, Defense 69, Sp. Attack 80, Sp. Defense 69, Speed 30§
dracozolt:Dracozolt(880), Electric/Dragon Type, HP 90100, Defense 90, Sp. Attack 80, Sp. Defense 70, Speed 75§
arctozolt:Arctozolt(881), Electric/Ice Type, HP 90100, Defense 90, Sp. Attack 90, Sp. Defense 80, Speed 55§
dracovish:Dracovish(882), Water/Dragon Type, HP 9090, Defense 100, Sp. Attack 70, Sp. Defense 80, Speed 75§
arctovish:Arctovish(883), Water/Ice Type, HP 9090, Defense 100, Sp. Attack 80, Sp. Defense 90, Speed 55§
duraludon:Duraludon(884), Steel/Dragon Type, HP 7095, Defense 115, Sp. Attack 120, Sp. Defense 50, Speed 85§
dreepy:Dreepy(885), Dragon/Ghost Type, HP 2860, Defense 30, Sp. Attack 40, Sp. Defense 30, Speed 82§
drakloak:Drakloak(886), Dragon/Ghost Type, HP 6880, Defense 50, Sp. Attack 60, Sp. Defense 50, Speed 102§
dragapult:Dragapult(887), Dragon/Ghost Type, HP 88120, Defense 75, Sp. Attack 100, Sp. Defense 75, Speed 142§
zacian:Zacian(888), Fairy Type, HP 92120, Defense 115, Sp. Attack 80, Sp. Defense 115, Speed 138§
zamazenta:Zamazenta(889), Fighting Type, HP 92120, Defense 115, Sp. Attack 80, Sp. Defense 115, Speed 138§
eternatus:Eternatus(890), Poison/Dragon Type, HP 14085, Defense 95, Sp. Attack 145, Sp. Defense 95, Speed 130§
kubfu:Kubfu(891), Fighting Type, HP 6090, Defense 60, Sp. Attack 53, Sp. Defense 50, Speed 72§
urshifu:Urshifu(892), Fighting/Dark Type, HP 100130, Defense 100, Sp. Attack 63, Sp. Defense 60, Speed 97§
zarude:Zarude(893), Dark/Grass Type, HP 105120, Defense 105, Sp. Attack 70, Sp. Defense 95, Speed 105§
regieleki:Regieleki(894), Electric Type, HP 80100, Defense 50, Sp. Attack 100, Sp. Defense 50, Speed 200§
regidrago:Regidrago(895), Dragon Type, HP 200100, Defense 50, Sp. Attack 100, Sp. Defense 50, Speed 80§
glastrier:Glastrier(896), Ice Type, HP 100145, Defense 130, Sp. Attack 65, Sp. Defense 110, Speed 30§
spectrier:Spectrier(897), Ghost Type, HP 10065, Defense 60, Sp. Attack 145, Sp. Defense 80, Speed 130§
calyrex:Calyrex(898), Psychic/Grass Type, HP 10080, Defense 80, Sp. Attack 80, Sp. Defense 80, Speed 80§
wyrdeer:Wyrdeer(899), Normal/Psychic Type, HP 103105, Defense 72, Sp. Attack 105, Sp. Defense 75, Speed 65§
kleavor:Kleavor(900), Bug/Rock Type, HP 70135, Defense 95, Sp. Attack 45, Sp. Defense 70, Speed 85§
ursaluna:Ursaluna(901), Ground/Normal Type, HP 130140, Defense 105, Sp. Attack 45, Sp. Defense 80, Speed 50§
basculegion:Basculegion(902), Water/Ghost Type, HP 120112, Defense 65, Sp. Attack 80, Sp. Defense 75, Speed 78§
sneasler:Sneasler(903), Fighting/Poison Type, HP 80130, Defense 60, Sp. Attack 40, Sp. Defense 80, Speed 120§
overqwil:Overqwil(904), Dark/Poison Type, HP 85115, Defense 95, Sp. Attack 65, Sp. Defense 65, Speed 85§
enamorus:Enamorus(905), Fairy/Flying Type, HP 74115, Defense 70, Sp. Attack 135, Sp. Defense 80, Speed 106§
sprigatito:Sprigatito(906), Grass Type, HP 4061, Defense 54, Sp. Attack 45, Sp. Defense 45, Speed 65§
floragato:Floragato(907), Grass Type, HP 6180, Defense 63, Sp. Attack 60, Sp. Defense 63, Speed 83§
meowscarada:Meowscarada(908), Grass/Dark Type, HP 76110, Defense 70, Sp. Attack 81, Sp. Defense 70, Speed 123§
fuecoco:Fuecoco(909), Fire Type, HP 6745, Defense 59, Sp. Attack 63, Sp. Defense 40, Speed 36§
crocalor:Crocalor(910), Fire Type, HP 8155, Defense 78, Sp. Attack 90, Sp. Defense 58, Speed 49§
skeledirge:Skeledirge(911), Fire/Ghost Type, HP 10475, Defense 100, Sp. Attack 110, Sp. Defense 75, Speed 66§
quaxly:Quaxly(912), Water Type, HP 5565, Defense 45, Sp. Attack 50, Sp. Defense 45, Speed 50§
quaxwell:Quaxwell(913), Water Type, HP 7085, Defense 65, Sp. Attack 65, Sp. Defense 60, Speed 65§
quaquaval:Quaquaval(914), Water/Fighting Type, HP 85120, Defense 80, Sp. Attack 85, Sp. Defense 75, Speed 85§
lechonk:Lechonk(915), Normal Type, HP 5445, Defense 40, Sp. Attack 35, Sp. Defense 45, Speed 35§
oinkologne:Oinkologne(916), Normal Type, HP 110100, Defense 75, Sp. Attack 59, Sp. Defense 80, Speed 65§
tarountula:Tarountula(917), Bug Type, HP 3541, Defense 45, Sp. Attack 29, Sp. Defense 40, Speed 20§
spidops:Spidops(918), Bug Type, HP 6079, Defense 92, Sp. Attack 52, Sp. Defense 86, Speed 35§
nymble:Nymble(919), Bug Type, HP 3346, Defense 40, Sp. Attack 21, Sp. Defense 25, Speed 45§
lokix:Lokix(920), Bug/Dark Type, HP 71102, Defense 78, Sp. Attack 52, Sp. Defense 55, Speed 92§
pawmi:Pawmi(921), Electric Type, HP 4550, Defense 20, Sp. Attack 40, Sp. Defense 25, Speed 60§
pawmo:Pawmo(922), Electric/Fighting Type, HP 6075, Defense 40, Sp. Attack 50, Sp. Defense 40, Speed 85§
pawmot:Pawmot(923), Electric/Fighting Type, HP 70115, Defense 70, Sp. Attack 70, Sp. Defense 60, Speed 105§
tandemaus:Tandemaus(924), Normal Type, HP 5050, Defense 45, Sp. Attack 40, Sp. Defense 45, Speed 75§
